年月,港口別,總計,國際貨櫃貨,散雜貨,管道貨
201307,高雄港,37775637,30608649,4595376,2571612
201307,花蓮港,1162528,0,1126815,35713
201307,臺北港,4398868,3007944,1221295,169629
201307,蘇澳港,423526,0,252926,170600
201307,安平港,300679,0,222744,77935
201308,國際商港,58647762,42053139,11955973,4638650
201308,基隆港,5999731,5035536,724705,239490
201308,臺中港,10467826,4463460,4627312,1377054
201308,高雄港,36493463,29798289,4125692,2569482
201308,花蓮港,1085090,0,1061351,23739
201308,臺北港,4086665,2755854,1124449,206362
201308,蘇澳港,409616,0,261354,148262
201308,安平港,105371,0,31110,74261
201309,國際商港,58241391,41727069,11495983,5018339
201309,基隆港,5960808,4911804,704287,344717
201309,臺中港,9789365,4269816,4097155,1422394
201309,高雄港,36399089,29903958,3909492,2585639
201309,花蓮港,1086197,0,1050197,36000
201309,臺北港,4482894,2641491,1442499,398904
201309,蘇澳港,429000,0,287140,141860
201309,安平港,94038,0,5213,88825
201310,國際商港,59872089,42994233,11712750,5165106
201310,基隆港,5979527,4967847,783049,228631
201310,臺中港,10176550,4413456,3960564,1802530
201310,高雄港,37652533,30795084,4333843,2523606
201310,花蓮港,1131044,0,1099023,32021
201310,臺北港,4399989,2817846,1288925,293218
201310,蘇澳港,430590,0,240930,189660
201310,安平港,101856,0,6416,95440
201311,國際商港,60006416,42786423,12023257,5196736
201311,基隆港,5970578,5020272,731720,218586
201311,臺中港,11302103,4606992,4787637,1907474
201311,高雄港,36277120,30070908,3701207,2505005
201311,花蓮港,1146540,0,1128334,18206
201311,臺北港,4775113,3088251,1378714,308148
201311,蘇澳港,442457,0,290561,151896
201311,安平港,92505,0,5084,87421
201312,國際商港,61714471,45011682,11387484,5315305
201312,基隆港,6454675,5422212,805368,227095
201312,臺中港,10389257,4602852,3933853,1852552
201312,高雄港,38273659,31780467,3821285,2671907
201312,花蓮港,1089357,0,1065546,23811
201312,臺北港,4965958,3206151,1497350,262457
201312,蘇澳港,438002,0,258263,179739
201312,安平港,103563,0,5819,97744
201401,國際商港,62180982,44598015,12255620,5327347
201401,基隆港,6419377,5376690,828556,214131
201401,臺中港,10376109,4229460,4475392,1671257
201401,高雄港,38542398,31391865,4181045,2969488
201401,花蓮港,1234420,0,1207925,26495
201401,臺北港,5085494,3600000,1323829,161665
201401,蘇澳港,388930,0,233872,155058
201401,安平港,134254,0,5001,129253
201402,國際商港,51960181,36786411,10689720,4484050
201402,基隆港,4380155,3730815,499443,149897
201402,臺中港,9159605,3781548,4092782,1285275
201402,高雄港,33560941,26958204,4072291,2530446
201402,花蓮港,940891,0,911968,28923
201402,臺北港,3448880,2315844,929773,203263
201402,蘇澳港,381364,0,179061,202303
201402,安平港,88345,0,4402,83943
201403,國際商港,61588840,43954083,11869066,5765691
201403,基隆港,5984746,5013738,702724,268284
201403,臺中港,10562738,4620492,4466302,1475944
201403,高雄港,38036708,31098672,3878044,3059992
201403,花蓮港,1240011,0,1192330,47681
201403,臺北港,5266119,3221181,1388506,656432
201403,蘇澳港,398691,0,231854,166837
201403,安平港,99827,0,9306,90521
201404,國際商港,62283743,45023922,11870736,5389085
201404,基隆港,5965480,4864446,791671,309363
201404,臺中港,9990622,4460112,4133574,1396936
201404,高雄港,38379812,31230738,4150321,2998753
201404,花蓮港,1112540,0,1087823,24717
201404,臺北港,6260138,4468626,1385301,406211
201404,蘇澳港,473200,0,309235,163965
201404,安平港,101951,0,12811,89140
201405,國際商港,64449298,46256913,13040311,5152074
201405,基隆港,6471343,5305257,756834,409252
201405,臺中港,10463848,4575204,4668925,1219719
201405,高雄港,38962224,31563585,4638263,2760376
201405,花蓮港,1267113,0,1227834,39279
201405,臺北港,6682062,4812867,1418159,451036
201405,蘇澳港,481359,0,318856,162503
201405,安平港,121349,0,11440,109909
201406,國際商港,63758692,46774116,11908631,5075945
201406,基隆港,6309825,5417001,625916,266908
201406,臺中港,10005103,4800600,4157361,1047142
201406,高雄港,40426438,32906016,4490244,3030178
201406,花蓮港,1119931,0,1072137,47794
201406,臺北港,5421723,3650499,1344225,426999
201406,蘇澳港,390719,0,207539,183180
201406,安平港,84953,0,11209,73744
201407,國際商港,63575972,45902133,13141453,4532386
201407,基隆港,6263106,5398371,650208,214527
201407,臺中港,11046892,4882572,4861877,1302443
201407,高雄港,39312777,31904505,4916314,2491958
201407,花蓮港,1027595,0,981182,46413
201407,臺北港,5442606,3716685,1496455,229466
201407,蘇澳港,390960,0,228483,162477
201407,安平港,92036,0,6934,85102
201408,國際商港,63903774,45962937,12858852,5081985
201408,基隆港,6252013,5238054,725592,288367
201408,臺中港,10672694,5008320,4408804,1255570
201408,高雄港,39649465,31757454,4947303,2944708
201408,花蓮港,1134306,0,1119010,15296
201408,臺北港,5656496,3959109,1386878,310509
201408,蘇澳港,431348,0,259945,171403
201408,安平港,107452,0,11320,96132
201409,國際商港,62293368,45164700,12155918,4972750
201409,基隆港,5982165,5078664,649418,254083
201409,臺中港,10102097,4312980,4571541,1217576
201409,高雄港,38831929,31796415,4282270,2753244
201409,花蓮港,1175362,0,1132154,43208
201409,臺北港,5647818,3976641,1239695,431482
201409,蘇澳港,447270,0,258706,188564
201409,安平港,106727,0,22134,84593
201410,國際商港,64885215,47470662,12444881,4969672
201410,基隆港,6171681,5030685,807266,333730
201410,臺中港,9721520,4448700,3930532,1342288
201410,高雄港,41580093,34067340,4992324,2520429
201410,花蓮港,1091319,0,1036823,54496
201410,臺北港,5774573,3923937,1418294,432342
201410,蘇澳港,438391,0,257492,180899
201410,安平港,107638,0,2150,105488
201411,國際商港,63478025,46374489,12740938,4362598
201411,基隆港,6025213,5133006,776063,116144
201411,臺中港,10525487,4713336,4352370,1459781
201411,高雄港,39750908,32745159,4912147,2093602
201411,花蓮港,1121305,0,1088055,33250
201411,臺北港,5503054,3782988,1357360,362706
201411,蘇澳港,465317,0,242780,222537
201411,安平港,86741,0,12163,74578
201412,國際商港,64256459,47550132,11483340,5222987
201412,基隆港,6013790,5079843,745410,188537
201412,臺中港,9993388,4662000,3650047,1681341
201412,高雄港,40775736,33940116,4424211,2411409
201412,花蓮港,1016555,0,973550,43005
201412,臺北港,5815294,3868173,1331084,616037
201412,蘇澳港,532122,0,335652,196470
201412,安平港,109574,0,23386,86188
201501,國際商港,63320370,44480853,13656403,5183114
201501,基隆港,5815259,5041287,634181,139791
201501,臺中港,11263482,4896792,4870054,1496636
201501,高雄港,38339736,30653523,5046221,2639992
201501,花蓮港,1220199,0,1188515,31684
201501,臺北港,6059415,3889251,1541697,628467
201501,蘇澳港,469227,0,324734,144493
201501,安平港,153052,0,51001,102051
201502,國際商港,51039235,36752346,10076900,4209989
201502,基隆港,4342136,3713058,537882,91196
201502,臺中港,8690317,3715560,3645291,1329466
201502,高雄港,32175123,26209350,3850836,2114937
201502,花蓮港,944883,0,935802,9081
201502,臺北港,4507628,3114378,977146,416104
201502,蘇澳港,294348,0,126953,167395
201502,安平港,84800,0,2990,81810
201503,國際商港,63250142,46194246,12594683,4461213
201503,基隆港,5028177,4210992,647124,170061
201503,臺中港,10563773,4709628,4679709,1174436
201503,高雄港,40095723,33074964,4647702,2373057
201503,花蓮港,1098126,0,1057820,40306
201503,臺北港,5885770,4198662,1271159,415949
201503,蘇澳港,495073,0,290515,204558
201503,安平港,83500,0,654,82846
201504,國際商港,63344133,45134568,13226323,4983242
201504,基隆港,5261105,4308345,648962,303798
201504,臺中港,10873604,4554324,5001023,1318257
201504,高雄港,39209598,31836546,4886830,2486222
201504,花蓮港,1125984,0,1107705,18279
201504,臺北港,6436142,4435353,1345393,655396
201504,蘇澳港,332026,0,212790,119236
201504,安平港,105674,0,23620,82054
201505,國際商港,62368752,45963414,11762618,4642720
201505,基隆港,5726570,4708566,643618,374386
201505,臺中港,10340263,4661388,4437472,1241403
201505,高雄港,38685913,31903038,4260994,2521881
201505,花蓮港,982630,0,944993,37637
201505,臺北港,6128719,4690422,1225832,212465
201505,蘇澳港,383801,0,233635,150166
201505,安平港,120856,0,16074,104782
201506,國際商港,60385792,43059429,12336027,4990336
201506,基隆港,5188091,4249062,672769,266260
201506,臺中港,10428978,4402404,4632042,1394532
201506,高雄港,37369797,30287457,4190085,2892255
201506,花蓮港,1268214,0,1241010,27204
201506,臺北港,5667840,4120506,1342214,205120
201506,蘇澳港,389572,0,248046,141526
201506,安平港,73300,0,9861,63439
201507,國際商港,60743540,43800570,12192626,4750344
201507,基隆港,5529720,4419702,769510,340508
201507,臺中港,10094637,4365864,4454858,1273915
201507,高雄港,38076697,30716964,4628020,2731713
201507,花蓮港,970131,0,921232,48899
201507,臺北港,5579278,4298040,1161121,120117
201507,蘇澳港,404819,0,249672,155147
201507,安平港,88258,0,8213,80045
201508,國際商港,59267631,43298640,11487942,4481049
201508,基隆港,5237699,4288104,605529,344066
201508,臺中港,9422695,4135140,3946031,1341524
201508,高雄港,38001574,31171914,4484859,2344801
201508,花蓮港,936459,0,931803,4656
201508,臺北港,5164698,3703482,1231304,229912
201508,蘇澳港,430116,0,281135,148981
201508,安平港,74390,0,7281,67109
201509,國際商港,58077918,42014214,11339254,4724450
201509,基隆港,4824733,4041054,590166,193513
201509,臺中港,9583991,3818268,4416445,1349278
201509,高雄港,36718596,30245382,3965022,2508192
201509,花蓮港,942803,0,896472,46331
201509,臺北港,5439573,3909510,1213779,316284
201509,蘇澳港,486602,0,257370,229232
201509,安平港,81620,0,0,81620
201510,國際商港,60541247,43454529,12028557,5058161
201510,基隆港,5238157,4393683,669851,174623
201510,臺中港,10853977,4320792,4527519,2005666
201510,高雄港,37648816,31237146,4259771,2151899
201510,花蓮港,963167,0,924497,38670
201510,臺北港,5293737,3502908,1388354,402475
201510,蘇澳港,444578,0,250714,193864
201510,安平港,98815,0,7851,90964
201511,國際商港,58917432,43217118,11150710,4549604
201511,基隆港,4996208,4215384,625775,155049
201511,臺中港,9606866,4241628,3897490,1467748
201511,高雄港,37003302,30705588,4108135,2189579
201511,花蓮港,986201,0,955800,30401
201511,臺北港,5848275,4054518,1280626,513131
201511,蘇澳港,403497,0,276657,126840
201511,安平港,73083,0,6227,66856
201512,國際商港,60129410,44329608,11076603,4723199
201512,基隆港,5291007,4442904,633453,214650
201512,臺中港,10194242,4284252,4132105,1777885
201512,高雄港,37058452,31477257,3637589,1943606
201512,花蓮港,1112059,0,1091870,20189
201512,臺北港,5985838,4125195,1336010,524633
201512,蘇澳港,362011,0,208853,153158
201512,安平港,125801,0,36723,89078
201601,國際商港,58024632,42837372,10382056,4805204
201601,基隆港,4992177,4215168,609252,167757
201601,臺中港,9598621,4427964,3445643,1725014
201601,高雄港,35960738,30180096,3665374,2115268
201601,花蓮港,906758,0,888359,18399
201601,臺北港,5983282,4014144,1431118,538020
201601,蘇澳港,486831,0,322727,164104
201601,安平港,96225,0,19583,76642
201602,國際商港,49302727,35599842,9012144,4690741
201602,基隆港,3466669,3015207,338052,113410
201602,臺中港,8451097,3228264,3613924,1608909
201602,高雄港,31589128,25621011,3503990,2464127
201602,花蓮港,603419,0,568624,34795
201602,臺北港,4755025,3735360,807903,211762
201602,蘇澳港,370388,0,178039,192349
201602,安平港,67001,0,1612,65389
201603,國際商港,62352805,44438886,12391771,5522148
201603,基隆港,4987257,4279554,567120,140583
201603,臺中港,11013930,4582656,4590226,1841048
201603,高雄港,38579829,31229946,4727418,2622465
201603,花蓮港,905943,0,867765,38178
201603,臺北港,6262914,4346730,1416158,500026
201603,蘇澳港,495548,0,214589,280959
201603,安平港,107384,0,8495,98889
201604,國際商港,62890068,45519390,12173891,5196787
201604,基隆港,5035373,4371138,529279,134956
201604,臺中港,11071203,4658796,4564025,1848382
201604,高雄港,38823135,31668282,4574901,2579952
201604,花蓮港,751344,0,700694,50650
201604,臺北港,6586793,4821174,1477470,288149
201604,蘇澳港,515186,0,313370,201816
201604,安平港,107034,0,14152,92882
201605,國際商港,63507688,45153459,12860832,5493397
201605,基隆港,5209744,4391163,564883,253698
201605,臺中港,10957895,4479984,4706078,1771833
201605,高雄港,39860165,32152815,4921820,2785530
201605,花蓮港,857622,0,833982,23640
201605,臺北港,6120428,4129497,1636489,354442
201605,蘇澳港,334583,0,189098,145485
201605,安平港,167251,0,8482,158769
201606,國際商港,61247828,44739621,11570204,4938003
201606,基隆港,5115216,4370814,538072,206330
201606,臺中港,10612103,4417092,4407123,1787888
201606,高雄港,38692431,31788576,4349897,2553958
201606,花蓮港,729204,0,714028,15176
201606,臺北港,5599371,4163139,1334371,101861
201606,蘇澳港,409036,0,223557,185479
201606,安平港,90467,0,3156,87311
201607,國際商港,61576347,44877906,11634674,5063767
201607,基隆港,4967496,4218084,538902,210510
201607,臺中港,10513191,4655664,4134812,1722715
201607,高雄港,38848093,31715694,4469155,2663244
201607,花蓮港,909293,0,870662,38631
201607,臺北港,5919313,4288464,1424548,206301
201607,蘇澳港,324901,0,187894,137007
201607,安平港,94060,0,8701,85359
201608,國際商港,62570998,45141894,11793732,5635372
201608,基隆港,5064715,4284216,525822,254677
201608,臺中港,11129300,4588344,4572381,1968575
201608,高雄港,38666623,31884282,4152732,2629609
201608,花蓮港,946142,0,920972,25170
201608,臺北港,6193348,4385052,1376526,431770
201608,蘇澳港,477062,0,236094,240968
201608,安平港,93808,0,9205,84603
201609,國際商港,57045234,41249358,10572282,5223594
201609,基隆港,4269178,3576996,489684,202498
201609,臺中港,10039794,4099788,4018360,1921646
201609,高雄港,35046194,28765035,3899045,2382114
201609,花蓮港,789367,0,754320,35047
201609,臺北港,6462356,4807539,1191701,463116
201609,蘇澳港,341757,0,210671,131086
201609,安平港,96588,0,8501,88087
201610,國際商港,65879706,47201211,12500050,6178445
201610,基隆港,4830299,4097934,529553,202812
201610,臺中港,12182567,5040036,4800530,2342001
201610,高雄港,40445191,33313716,4713620,2417855
201610,花蓮港,831104,0,797949,33155
201610,臺北港,7185707,4749525,1448930,987252
201610,蘇澳港,327352,0,209468,117884
201610,安平港,77486,0,0,77486
201611,國際商港,63274583,46458684,11203213,5612686
201611,基隆港,5099901,4396392,615334,88175
201611,臺中港,10788474,4796424,3867001,2125049
201611,高雄港,39047633,32894388,4255762,1897483
201611,花蓮港,872932,0,854087,18845
201611,臺北港,6880900,4371480,1331066,1178354
201611,蘇澳港,474441,0,272389,202052
201611,安平港,110302,0,7574,102728
201612,國際商港,65888014,48069513,11438651,6379850
201612,基隆港,5583959,4737321,517150,329488
201612,臺中港,10881808,5074632,3764107,2043069
201612,高雄港,40817432,33571719,4555854,2689859
201612,花蓮港,720500,0,704345,16155
201612,臺北港,7207206,4685841,1455589,1065776
201612,蘇澳港,358178,0,221414,136764
201612,安平港,318931,0,220192,98739
201701,國際商港,62725526,45371763,11437162,5916601
201701,基隆港,4863168,4001346,531285,330537
201701,臺中港,10718922,4804272,4051250,1863400
201701,高雄港,39004354,31792536,4198156,3013662
201701,花蓮港,774273,0,721814,52459
201701,臺北港,6597132,4773609,1401472,422051
201701,蘇澳港,385691,0,262818,122873
201701,安平港,381986,0,270367,111619
201702,國際商港,55244686,40422159,10270843,4551684
201702,基隆港,4063844,3439476,380039,244329
201702,臺中港,9370134,4160340,3883599,1326195
201702,高雄港,34849953,28408149,4024968,2416836
201702,花蓮港,753495,0,722675,30820
201702,臺北港,5701260,4414194,1055106,231960
201702,蘇澳港,357620,0,148072,209548
201702,安平港,148380,0,56384,91996
201703,國際商港,64986116,47610756,11725437,5649923
201703,基隆港,5155135,4364649,550518,239968
201703,臺中港,11353198,4979232,4276525,2097441
201703,高雄港,41085094,33487650,4837317,2760127
201703,花蓮港,719578,0,678921,40657
201703,臺北港,6092957,4779225,1148261,165471
201703,蘇澳港,457139,0,233895,223244
201703,安平港,123015,0,0,123015
201704,國際商港,59857964,43688880,11201211,4967873
201704,基隆港,5073737,4247262,526329,300146
201704,臺中港,10727915,4810932,4387749,1529234
201704,高雄港,36918728,30184794,4268300,2465634
201704,花蓮港,908917,0,877129,31788
201704,臺北港,5793781,4445892,1005803,342086
201704,蘇澳港,302868,0,118749,184119
201704,安平港,132018,0,17152,114866
201705,國際商港,62280762,45543249,11531127,5206386
201705,基隆港,5216795,4454055,494714,268026
201705,臺中港,11053469,4952304,4506491,1594674
201705,高雄港,38660847,31400451,4406120,2854276
201705,花蓮港,673206,0,641745,31461
201705,臺北港,6089473,4736439,1139222,213812
201705,蘇澳港,469810,0,321249,148561
201705,安平港,117162,0,21586,95576
201706,國際商港,61097818,43676154,11657679,5763985
201706,基隆港,5142743,4379886,394308,368549
201706,臺中港,11164730,4711788,4825014,1627928
201706,高雄港,37761129,30069531,4494054,3197544
201706,花蓮港,672690,0,645404,27286
201706,臺北港,5893086,4514949,1061619,316518
201706,蘇澳港,367500,0,227229,140271
201706,安平港,95940,0,10051,85889
201707,國際商港,58210214,42114420,10824235,5271559
201707,基隆港,4985849,4247685,473224,264940
201707,臺中港,10752758,4776300,4121625,1854833
201707,高雄港,35522871,28668339,4208664,2645868
201707,花蓮港,867685,0,818140,49545
201707,臺北港,5705672,4422096,1100526,183050
201707,蘇澳港,294120,0,97000,197120
201707,安平港,81259,0,5056,76203
201708,國際商港,61436132,44800371,11390800,5244961
201708,基隆港,5046722,4340313,504166,202243
201708,臺中港,11212038,5085936,4450093,1676009
201708,高雄港,38552328,31038885,4497635,3015808
201708,花蓮港,657371,0,612737,44634
201708,臺北港,5521151,4335237,1109647,76267
201708,蘇澳港,335727,0,205756,129971
201708,安平港,110795,0,10766,100029
201709,國際商港,58835224,43531569,11108487,4195168
201709,基隆港,4937883,4300011,383324,254548
201709,臺中港,10325143,4674708,4126145,1524290
201709,高雄港,36257089,29785239,4414876,2056974
201709,花蓮港,718917,0,689612,29305
201709,臺北港,6069798,4771611,1204385,93802
201709,蘇澳港,417206,0,281444,135762
201709,安平港,109188,0,8701,100487
201710,國際商港,58360054,42845058,10804152,4710844
201710,基隆港,4915196,4125150,424862,365184
201710,臺中港,10848059,4933044,4443740,1471275
201710,高雄港,35873318,29673792,3783882,2415644
201710,花蓮港,787901,0,756249,31652
201710,臺北港,5452799,4113072,1167098,172629
201710,蘇澳港,383733,0,216820,166913
201710,安平港,99048,0,11501,87547
201711,國際商港,59992079,45459630,10094980,4437469
201711,基隆港,5491830,4588785,515531,387514
201711,臺中港,10512826,5040576,3876370,1595880
201711,高雄港,36561542,30803445,3738659,2019438
201711,花蓮港,652472,0,626922,25550
201711,臺北港,6382691,5026824,1150520,205347
201711,蘇澳港,276147,0,175098,101049
201711,安平港,114571,0,11880,102691
201712,國際商港,62477584,47472453,10210983,4794148
201712,基隆港,5298641,4567437,427949,303255
201712,臺中港,10636191,5512428,3805783,1317980
201712,高雄港,38995647,32248269,4065183,2682195
201712,花蓮港,646771,0,604654,42117
201712,臺北港,6508010,5144319,1122610,241081
201712,蘇澳港,259329,0,148604,110725
201712,安平港,132995,0,36200,96795
201801,國際商港,62929390,47258622,11092163,4578605
201801,基隆港,5258219,4595931,454007,208281
201801,臺中港,11007890,5057334,4532838,1417718
201801,高雄港,38670643,32203953,4069142,2397548
201801,花蓮港,717221,0,680530,36691
201801,臺北港,6793245,5401404,1183666,208175
201801,蘇澳港,387538,0,171980,215558
201801,安平港,94634,0,0,94634
201802,國際商港,52289027,38698011,8842442,4748574
201802,基隆港,4073565,3571110,271097,231358
201802,臺中港,8093453,3860289,3106562,1126602
201802,高雄港,33675154,26886312,3883858,2904984
201802,花蓮港,578622,0,551284,27338
201802,臺北港,5500206,4380300,894585,225321
201802,蘇澳港,286300,0,135007,151293
201802,安平港,81727,0,49,81678
201803,國際商港,63284598,47208537,10836278,5239783
201803,基隆港,5125399,4311900,476505,336994
201803,臺中港,10688248,5255919,3969575,1462754
201803,高雄港,39621395,32567562,4401182,2652651
201803,花蓮港,628831,0,595477,33354
201803,臺北港,6589802,5073156,1138092,378554
201803,蘇澳港,499035,0,255447,243588
201803,安平港,131888,0,0,131888
201804,國際商港,60076970,44445618,10921323,4710029
201804,基隆港,4943823,4206726,410634,326463
201804,臺中港,10640248,5079735,4001411,1559102
201804,高雄港,37108043,30441582,4433788,2232673
201804,花蓮港,717266,0,669439,47827
201804,臺北港,6080072,4717575,1132705,229792
201804,蘇澳港,451747,0,246915,204832
201804,安平港,135771,0,26431,109340
201805,國際商港,65460440,47856825,11997034,5606581
201805,基隆港,5642539,4786173,411707,444659
201805,臺中港,11911279,5594220,4761884,1555175
201805,高雄港,39640058,32319666,4444420,2875972
201805,花蓮港,886233,0,850076,36157
201805,臺北港,6789564,5156766,1276722,356076
201805,蘇澳港,502884,0,250029,252855
201805,安平港,87883,0,2196,85687
201806,國際商港,62509976,45533250,11613730,5362996
201806,基隆港,5508725,4587408,468254,453063
201806,臺中港,11225979,5221143,4452805,1552031
201806,高雄港,38183478,30929670,4453021,2800787
201806,花蓮港,786228,0,735540,50688
201806,臺北港,6209011,4795029,1175014,238968
201806,蘇澳港,437512,0,289558,147954
201806,安平港,159043,0,39538,119505
201807,國際商港,63505946,46348416,11771426,5386104
201807,基隆港,5385094,4498533,405131,481430
201807,臺中港,11450331,5287923,4386320,1776088
201807,高雄港,39152960,31683762,4930377,2538821
201807,花蓮港,772932,0,753472,19460
201807,臺北港,6158565,4878198,993892,286475
201807,蘇澳港,489140,0,299232,189908
201807,安平港,96924,0,3002,93922
201808,國際商港,61654134,45513171,10915085,5225878
201808,基隆港,5126637,4344750,506246,275641
201808,臺中港,11152685,4986981,4426157,1739547
201808,高雄港,38076839,31438926,4083165,2554748
201808,花蓮港,646831,0,612586,34245
201808,臺北港,6196744,4742514,1162828,291402
201808,蘇澳港,344382,0,124060,220322
201808,安平港,110016,0,43,109973
201809,國際商港,60644412,44055216,11473031,5116165
201809,基隆港,4987861,4369725,325632,292504
201809,臺中港,10976471,5199570,4186378,1590523
201809,高雄港,37223984,29658474,5005406,2560104
201809,花蓮港,741412,0,699422,41990
201809,臺北港,6112799,4827231,949199,336369
201809,蘇澳港,466431,216,285652,180563
201809,安平港,135454,0,21342,114112
201810,國際商港,62519968,46041282,11169244,5309442
201810,基隆港,5132397,4429782,378227,324388
201810,臺中港,11102266,5174622,4237333,1690311
201810,高雄港,38459300,31165875,4677151,2616274
201810,花蓮港,845579,0,817475,28104
201810,臺北港,6572615,5271003,925042,376570
201810,蘇澳港,273399,0,133636,139763
201810,安平港,134412,0,380,134032
201811,國際商港,63805412,47743353,11403060,4658999
201811,基隆港,5339134,4617648,445230,276256
201811,臺中港,10572184,5323626,3895547,1353011
201811,高雄港,40263612,32851692,5026385,2385535
201811,花蓮港,872337,0,832874,39463
201811,臺北港,6258995,4950387,1004909,303699
201811,蘇澳港,353232,0,171257,181975
201811,安平港,145918,0,26858,119060
201812,國際商港,62171839,46461429,10881289,4829121
201812,基隆港,5371275,4664844,401605,304826
201812,臺中港,10535628,5467095,3660020,1408513
201812,高雄港,38849991,31381209,4886910,2581872
201812,花蓮港,840318,0,797434,42884
201812,臺北港,6162859,4948281,953868,260710
201812,蘇澳港,280920,0,181452,99468
201812,安平港,130848,0,0,130848
201901,國際商港,64119321,47438676,11661955,5018690
201901,基隆港,5389253,4747671,391592,249990
201901,臺中港,10902332,5196546,4006087,1699699
201901,高雄港,40034959,32412159,5137986,2484814
201901,花蓮港,873605,0,867462,6143
201901,臺北港,6369239,5082300,1022683,264256
201901,蘇澳港,433608,0,236096,197512
201901,安平港,116325,0,49,116276
201902,國際商港,50108463,37826010,8095608,4186845
201902,基隆港,3273488,2841462,220352,211674
201902,臺中港,8377568,3978954,3184826,1213788
201902,高雄港,32247452,26544438,3400482,2302532
201902,花蓮港,556972,0,529449,27523
201902,臺北港,5278983,4461156,613859,203968
201902,蘇澳港,274510,0,145940,128570
201902,安平港,99490,0,700,98790
201903,國際商港,64407097,47686734,11443753,5276610
201903,基隆港,4923961,4279914,405849,238198
201903,臺中港,10965503,5413545,4231208,1320750
201903,高雄港,40595585,32571738,4931163,3092684
201903,花蓮港,721079,0,678690,42389
201903,臺北港,6655964,5421537,992297,242130
201903,蘇澳港,409333,0,196684,212649
201903,安平港,135672,0,7862,127810
201904,國際商港,61096117,45460368,10844495,4791254
201904,基隆港,4860018,4144923,429495,285600
201904,臺中港,10335330,5145507,3926028,1263795
201904,高雄港,38666620,31415004,4573652,2677964
201904,花蓮港,803378,0,713313,90065
201904,臺北港,5996247,4754934,1015913,225400
201904,蘇澳港,293763,0,171230,122533
201904,安平港,140761,0,14864,125897
201905,國際商港,63532447,47177883,11199912,5154652
201905,基隆港,5204472,4500234,343393,360845
201905,臺中港,11075640,5698719,4158061,1218860
201905,高雄港,39524383,31938363,4596237,2989783
201905,花蓮港,873404,0,820048,53356
201905,臺北港,6360099,5040351,1055147,264601
201905,蘇澳港,347171,216,186188,160767
201905,安平港,147278,0,40838,106440
201906,國際商港,60856773,45140850,10958691,4757232
201906,基隆港,5187744,4501755,391418,294571
201906,臺中港,10913467,5340456,4251296,1321715
201906,高雄港,37720966,30791520,4288588,2640858
201906,花蓮港,911524,0,870744,40780
201906,臺北港,5673101,4507119,951603,214379
201906,蘇澳港,353662,0,204210,149452
201906,安平港,96309,0,832,95477
201907,國際商港,62325583,46597644,10722794,5005145
201907,基隆港,5479167,4786596,413181,279390
201907,臺中港,10585965,5395032,3991150,1199783
201907,高雄港,38923118,31617513,4306427,2999178
201907,花蓮港,816686,0,787334,29352
201907,臺北港,5959764,4798503,937841,223420
201907,蘇澳港,462933,0,277402,185531
201907,安平港,97950,0,9459,88491
201908,國際商港,60524399,45032913,10865379,4626107
201908,基隆港,4803826,4258008,359210,186608
201908,臺中港,10769306,5385114,4090127,1294065
201908,高雄港,37800991,30733596,4458207,2609188
201908,花蓮港,699351,0,680720,18631
201908,臺北港,5940488,4656195,1041589,242704
201908,蘇澳港,375379,0,198094,177285
201908,安平港,135058,0,37432,97626
201909,國際商港,59855753,44211393,11572058,4072302
201909,基隆港,4843979,4231296,371008,241675
201909,臺中港,10935087,5248872,4269294,1416921
201909,高雄港,37294979,30294027,5090401,1910551
